porcentaje_cartera_vencida_telcos,uso_total_prod_3m_rotativo,version_sistema_operativo_9.0,fecha_desembolso_201809,porcentaje_productos_48meses_total,productos_abiertos_ahorro_5.0,desv_recargas_pse_12m,productos_abiertos_ahorro_9.0,desv_retiros_atm_12m,version_sistema_operativo_5.0,fecha_desembolso_201805,monto_min_transado_2m,meses_apertura_rotativo,saldo_prom_rotativo,fecha_desembolso_201806,cupo_max_rotativo,productos_abiertos_ahorro_3.0,id_cliente,fecha_desembolso_201807,pct_productos_cerrados_rotativo,part_ahorro_total,cupo_disp_rotativo,ponderacion_24m_rotativo,ponderacion_reportes_al_dia_18m_total,incumplimiento
0.0,0.0,False,False,77.78,False,0.5153333,False,0.0,False,False,0.47443667,26.0,0.0,False,20.48,False,251458933672.0,False,72.73,22.22,13.35,100.0,100.0,0
0.0,95.76,False,False,44.44,False,0.2596463,False,0.5527708,False,False,0.0,150.0,2.52,False,5.53,False,296402344398.0,False,80.0,38.89,1.36,79.5305,78.03251999999999,1
0.0,89.12,False,False,77.78,False,0.17688847,False,0.2763854,False,False,0.0,37.0,0.86,False,1.41,False,397001728756.0,True,88.89,44.44,0.55,100.0,100.0,0
0.0,57.59,False,False,25.0,True,0.0,False,0.0,False,False,0.0,150.0,4.08,False,7.04,False,451616139051.0,True,82.35,41.67,5.27,100.0,100.0,0
0.0,110.15,False,False,85.71,False,0.0,False,0.2763854,False,False,0.0,32.0,5.29,True,5.38,False,760223985666.0,False,60.0,28.57,0.28,100.0,100.0,0
0.0,3.25,False,False,80.0,False,0.022478977,False,0.0,False,False,0.0,7.0,0.04,True,5.12,False,895712718778.0,False,71.43,40.0,2.52,43.794724,100.0,0
100.0,253.93,False,False,50.0,False,0.014985986,False,0.5527708,False,False,0.0,55.0,0.63,True,0.51,True,947715874404.0,False,42.86,30.0,0.18,8.736716,0.0,0
0.0,61.95,False,False,90.0,False,0.0,False,0.0,False,True,0.0,42.0,2.62,False,8.32,True,974095622481.0,False,25.0,30.0,2.67,100.0,100.0,0
0.0,7.72,False,False,58.33,True,0.33255032,False,0.5527708,False,True,0.43520445,176.0,4.65,False,25.6,False,150704824326.0,False,62.5,19.23,11.72,100.0,100.0,0
100.0,98.97,False,False,85.71,False,0.6906704,False,3.3029869,False,False,0.0,24.0,6.3,False,6.3,False,226646217865.0,False,50.0,57.14,0.0,5.95972,0.0,0
0.0,25.47,False,False,60.0,False,0.0,False,0.2763854,False,False,0.0,77.0,0.64,False,6.14,False,321893654644.0,False,33.33,20.0,3.48,100.0,100.0,0
